duration1,duration2,temperature,humidity,speedlevel
573,561,27.3,58.6,12.2
598,584,27.3,58.8,12.2
567,567,27.3,58.8,12.2
591,567,27.4,58.8,12.2
567,558,27.4,58.8,12.2
568,561,27.4,58.9,12.2
567,558,27.4,58.9,12.2
574,584,27.4,58.8,12.2
574,561,27.4,58.8,12.2
574,567,27.3,58.6,12.2
568,564,27.3,58.6,12.2
568,564,27.4,58.7,12.2
567,584,27.4,58.7,12.2
567,560,27.4,58.8,12.2
574,560,27.4,58.8,12.2
574,557,27.3,58.9,12.2
