duration1,duration2,temperature,Humidity,Direction,Velocity
569,566,27.6,70.5,15,19.1
570,566,27.6,70,30,19.1
569,560,27.6,70,30,19.1
569,560,27.5,70.6,30,19.1
575,561,27.5,70.6,30,19.1
575,560,27.6,70.6,30,19.1
575,593,27.6,70.6,30,19.1
570,569,27.5,70.4,30,19.1
595,566,27.5,70.4,30,19.1
596,566,27.4,70.6,30,19.1
572,560,27.4,70.6,30,19.1
596,560,27.4,70.8,30,19.1
575,560,27.4,70.8,30,19.1
576,560,27.4,70.8,30,19.1
578,567,27.4,70.8,30,19.1
570,566,27.5,70.5,30,19.1
572,566,27.5,70.5,30,19.1
596,593,27.6,70.8,30,19.1
572,560,27.6,70.8,30,19.1
593,563,27.5,70.4,30,19.1
596,560,27.5,70.4,30,19.1
576,560,27.5,70.5,30,19.1
575,563,27.5,70.5,30,19.1
602,563,27.5,70.5,30,19.1
602,563,27.5,70.5,30,19.1
602,569,27.6,70.6,30,19.1
575,566,27.6,70.6,30,19.1
569,569,27.6,70.5,30,19.1
572,566,27.6,70.5,30,19.1
569,564,27.5,70.7,30,19.1
595,560,27.5,70.7,30,19.1
569,560,27.6,70.6,30,19.1
569,560,27.6,70.6,30,19.1
596,587,27.5,70.5,30,19.1
569,560,27.5,70.5,30,19.1
602,563,27.5,70.7,30,19.1
575,563,27.5,70.7,30,19.1
602,560,27.5,70.8,30,19.1
602,560,27.5,70.8,30,19.1
602,560,27.5,70.8,30,19.1
601,569,27.5,70.8,30,19.1
575,566,27.6,70.8,30,19.1
572,569,27.6,70.8,30,19.1
569,566,27.5,70.7,30,19.1
569,569,27.5,70.7,30,19.1
596,566,27.6,70.5,30,19.1
569,560,27.6,70.5,30,19.1
569,563,27.6,70.5,30,19.1
575,563,27.6,70.5,30,19.1
576,560,27.5,70.4,30,19.1
578,587,27.5,70.4,30,19.1
576,563,27.6,70.7,30,19.1
602,566,27.6,70.7,30,19.1
602,566,27.5,70.5,30,19.1
601,566,27.5,70.5,30,19.1
572,566,27.6,70.5,30,19.1
572,593,27.6,70.5,30,19.1
573,566,27.5,70.8,30,19.1
596,560,27.5,70.8,30,19.1
569,560,27.5,70.6,30,19.1
572,560,27.5,70.6,30,19.1
569,563,27.5,70.9,30,19.1
595,560,27.5,70.9,30,19.1
575,563,27.6,70.9,30,19.1
602,560,27.6,70.9,30,19.1
602,563,27.6,70.8,30,19.1
578,587,27.6,70.8,30,19.1
602,563,27.5,70.6,30,19.1
602,569,27.5,70.6,30,19.1
575,566,27.5,70.9,30,19.1
601,566,27.5,70.9,30,19.1
596,567,27.4,70.6,30,19.1
572,569,27.4,70.6,30,19.1
569,566,27.5,70.9,30,19.1
572,566,27.5,70.9,30,19.1
596,567,27.5,70.5,30,19.1
572,566,27.5,70.5,30,19.1
569,563,27.5,70.7,30,19.1
569,560,27.5,70.7,30,19.1
569,587,27.5,70.8,30,19.1
596,563,27.5,70.8,30,19.1
593,560,27.6,70.6,30,19.1
578,560,27.6,70.6,30,19.1
575,560,27.5,70.9,30,19.1
601,560,27.5,70.9,30,19.1
602,587,27.6,70.8,30,19.1
602,560,27.6,70.8,30,19.1
576,563,27.5,70.7,30,19.1
575,570,27.5,70.7,30,19.1
576,593,27.5,70.5,30,19.1
578,567,27.5,70.5,30,19.1
596,567,27.5,70.3,30,19.1
575,570,27.5,70.3,30,19.1
575,569,27.6,71.1,30,19.1
578,569,27.6,71.1,30,19.1
596,593,27.6,70.6,30,19.1
572,567,27.6,70.6,30,19.1
572,593,27.5,70.5,30,19.1
572,569,27.5,70.5,30,19.1
596,593,27.5,70.6,30,19.1
569,560,27.5,70.6,30,19.1
570,563,27.5,70.9,30,19.1
572,560,27.5,70.9,30,19.1
596,560,27.5,70.6,30,19.1
595,560,27.5,70.6,30,19.1
576,587,27.5,70.5,30,19.1
575,560,27.5,70.5,30,19.1
576,560,27.5,70.7,30,19.1
575,560,27.5,70.7,30,19.1
576,587,27.5,70.9,30,19.1
575,560,27.5,70.9,30,19.1
602,560,27.5,71.1,30,19.1
602,560,27.5,71.1,30,19.1
602,560,27.5,70.5,30,19.1
602,560,27.5,70.5,30,19.1
576,566,27.5,71.1,30,19.1
578,570,27.5,71.1,30,19.1
602,567,27.5,70.8,30,19.1
575,566,27.5,70.8,30,19.1
572,593,27.5,70.7,30,19.1
569,593,27.5,70.7,30,19.1
596,566,27.5,71.2,30,19.1
572,593,27.5,71.2,30,19.1
572,567,27.5,71,30,19.1
569,566,27.5,71,30,19.1
569,566,27.5,70.8,30,19.1
596,563,27.5,70.8,30,19.1
569,560,27.5,70.9,30,19.1
572,587,27.5,70.9,30,19.1
569,560,27.5,71.1,30,19.1
569,560,27.5,71.1,30,19.1
569,563,27.5,70.9,30,19.1
569,563,27.5,70.9,30,19.1
596,563,27.5,71.1,30,19.1
595,560,27.5,71.1,30,19.1
570,587,27.5,70.5,30,19.1
596,560,27.5,70.5,30,19.1
569,560,27.5,70.9,30,19.1
595,563,27.5,70.9,30,19.1
569,563,27.5,70.9,30,19.1
572,560,27.5,70.9,30,19.1
602,563,27.5,70.8,30,19.1
601,587,27.5,70.8,30,19.1
602,563,27.5,71.1,30,19.1
578,560,27.5,71.1,30,19.1
602,560,27.5,70.8,30,19.1
602,563,27.5,70.8,30,19.1
602,563,27.4,70.6,30,19.1
578,569,27.4,70.6,30,19.1
602,566,27.5,70.8,30,19.1
569,566,27.5,70.8,30,19.1
570,566,27.5,70.8,30,19.1
572,566,27.5,70.8,30,19.1
596,566,27.5,70.9,30,19.1
569,593,27.5,70.9,30,19.1
570,593,27.5,70.7,30,19.1
595,566,27.5,70.7,30,19.1
573,566,27.5,70.8,30,19.1
572,563,27.5,70.8,30,19.1
596,560,27.5,70.9,30,19.1
596,563,27.5,70.9,30,19.1
596,563,27.5,71,30,19.1
572,563,27.5,71,30,19.1
596,563,27.5,70.8,30,19.1
572,563,27.5,70.8,30,19.1
602,587,27.5,71.2,30,19.1
602,563,27.5,71.2,30,19.1
575,560,27.4,71,30,19.1
602,560,27.4,71,30,19.1
578,563,27.4,70.6,30,19.1
578,566,27.4,70.6,30,19.1
602,566,27.5,70.6,30,19.1
572,566,27.5,70.6,30,19.1
596,566,27.5,70.8,30,19.1
569,566,27.5,70.8,30,19.1
596,566,27.5,70.5,30,19.1
596,566,27.5,70.5,30,19.1
572,563,27.4,70.7,30,19.1
596,560,27.4,70.7,30,19.1
569,560,27.5,70.6,30,19.1
596,587,27.5,70.6,30,19.1
576,587,27.5,70.4,30,19.1
575,587,27.5,70.4,30,19.1
576,560,27.5,70.9,30,19.1
575,563,27.5,70.9,30,19.1
575,569,27.5,70.8,30,19.1
602,570,27.5,70.8,30,19.1
578,566,27.5,70.8,30,19.1
569,593,27.5,70.8,30,19.1
569,566,27.5,70.9,30,19.1
569,566,27.5,70.9,30,19.1
569,566,27.5,70.8,30,19.1
572,566,27.5,70.8,30,19.1
572,563,27.4,71.3,30,19.1
572,587,27.4,71.3,30,19.1
572,563,27.5,70.8,30,19.1
569,560,27.5,70.8,30,19.1
572,560,27.5,70.9,30,19.1
569,560,27.5,70.9,30,19.1
596,560,27.5,71,30,19.1
578,587,27.5,71,30,19.1
575,563,27.5,70.8,30,19.1
601,560,27.5,70.8,30,19.1
576,560,27.5,70.7,30,19.1
578,560,27.5,70.7,30,19.1
579,560,27.5,70.7,30,19.1
602,560,27.5,70.7,30,19.1
576,587,27.5,70.8,30,19.1
575,560,27.5,70.8,30,19.1
575,560,27.5,70.8,30,19.1
575,566,27.5,70.8,30,19.1
576,566,27.5,70.9,30,19.1
575,560,27.5,70.9,30,19.1
576,570,27.5,70.8,30,19.1
602,566,27.5,70.8,30,19.1
576,593,27.5,70.5,30,19.1
578,566,27.5,70.5,30,19.1
602,587,27.5,70.8,30,19.1
578,567,27.5,70.8,30,19.1
602,567,27.5,71,30,19.1
575,567,27.5,71,30,19.1
576,567,27.5,70.4,30,19.1
575,566,27.5,70.4,30,19.1
569,569,27.6,70.4,30,19.1
572,566,27.6,70.4,30,19.1
569,569,27.6,70.7,30,19.1
596,593,27.6,70.7,30,19.1
569,566,27.6,70.6,30,19.1
569,569,27.6,70.6,30,19.1
596,566,27.5,70.5,30,19.1
596,567,27.5,70.5,30,19.1
596,569,27.5,70.5,30,19.1
595,569,27.5,70.5,30,19.1
569,566,27.6,70.5,30,19.1
569,566,27.6,70.5,30,19.1
596,566,27.6,70.7,30,19.1
569,560,27.6,70.7,30,19.1
569,560,27.5,70.5,30,19.1
569,560,27.5,70.5,30,19.1
570,560,27.6,70.8,30,19.1
569,560,27.6,70.8,30,19.1
570,560,27.5,70.8,30,19.1
569,563,27.5,70.8,30,19.1
569,563,27.6,70.8,30,19.1
569,563,27.6,70.8,30,19.1
596,563,27.5,70.7,30,19.1
596,587,27.5,70.7,30,19.1
569,560,27.5,70.7,30,19.1
569,560,27.5,70.7,30,19.1
570,560,27.6,70.6,30,19.1
602,563,27.6,70.6,30,19.1
576,563,27.6,70.8,30,19.1
575,587,27.6,70.8,30,19.1
576,560,27.5,70.6,30,19.1
575,560,27.5,70.6,30,19.1
575,560,27.5,70.8,30,19.1
575,563,27.5,70.8,30,19.1
576,587,27.6,70.6,30,19.1
575,567,27.6,70.6,30,19.1
602,567,27.5,70.9,30,19.1
575,567,27.5,70.9,30,19.1
572,566,27.5,70.8,30,19.1
602,566,27.5,70.8,30,19.1
599,566,27.5,70.6,30,19.1
572,570,27.5,70.6,30,19.1
570,593,27.5,70.6,30,19.1
569,569,27.5,70.6,30,19.1
596,593,27.6,70.8,30,19.1
569,569,27.6,70.8,30,19.1
569,569,27.5,70.7,30,19.1
572,569,27.5,70.7,30,19.1
596,567,27.6,70.7,30,19.1
569,567,27.6,70.7,30,19.1
570,567,27.6,70.6,30,19.1
596,566,27.6,70.6,30,19.1
569,593,27.6,70.7,30,19.1
569,566,27.6,70.7,30,19.1
570,561,27.5,70.8,30,19.1
569,563,27.5,70.8,30,19.1
570,560,27.5,70.4,30,19.1
572,587,27.5,70.4,30,19.1
570,560,27.5,70.4,30,19.1
569,560,27.5,70.4,30,19.1
569,560,27.5,70.4,30,19.1
578,560,27.5,70.4,30,19.1
602,563,27.6,70.9,30,19.1
602,560,27.6,70.9,30,19.1
602,563,27.5,70.8,30,19.1
575,560,27.5,70.8,30,19.1
576,560,27.5,70.5,30,19.1
601,560,27.5,70.5,30,19.1
602,560,27.6,70.8,30,19.1
578,560,27.6,70.8,30,19.1
579,563,27.5,70.6,30,19.1
578,569,27.5,70.6,30,19.1
579,570,27.5,70.3,30,19.1
578,560,27.5,70.3,30,19.1
602,560,27.6,70.6,30,19.1
602,560,27.6,70.6,30,19.1
602,560,27.5,70.6,30,19.1
578,567,27.5,70.6,30,19.1
602,566,27.6,70.6,30,19.1
578,566,27.6,70.6,30,19.1
569,566,27.5,70.4,30,19.1
572,569,27.5,70.4,30,19.1
596,593,27.5,70.4,30,19.1
569,566,27.5,70.4,30,19.1
569,567,27.5,70.7,30,19.1
569,567,27.5,70.7,30,19.1
570,566,27.6,70.3,30,19.1
569,593,27.6,70.3,30,19.1
596,566,27.6,70.6,30,19.1
572,569,27.6,70.6,30,19.1
569,566,27.5,70.5,30,19.1
569,569,27.5,70.5,30,19.1
569,566,27.6,70.8,30,19.1
572,593,27.6,70.8,30,19.1
569,569,27.5,70.5,30,19.1
596,566,27.5,70.5,30,19.1
596,566,27.5,70.5,30,19.1
569,566,27.5,70.5,30,19.1
569,566,27.5,70.5,30,19.1
595,566,27.5,70.5,30,19.1
569,569,27.6,70.6,30,19.1
572,567,27.6,70.6,30,19.1
572,567,27.5,70.3,30,19.1
569,567,27.5,70.3,30,19.1
596,593,27.6,70.5,30,19.1
572,566,27.6,70.5,30,19.1
572,569,27.6,70.3,30,19.1
572,566,27.6,70.3,30,19.1
572,566,27.5,70.6,30,19.1
596,566,27.5,70.6,30,19.1
572,567,27.5,70.5,30,19.1
596,566,27.5,70.5,30,19.1
595,566,27.6,70.5,30,19.1
572,560,27.6,70.5,30,19.1
569,561,27.5,70.5,30,19.1
572,560,27.5,70.5,30,19.1
596,560,27.5,70.6,30,19.1
572,560,27.5,70.6,30,19.1
572,560,27.5,70.6,30,19.1
572,560,27.5,70.6,30,19.1
573,560,27.5,70.6,30,19.1
602,563,27.5,70.6,30,19.1
576,560,27.5,70.2,30,19.1
595,560,27.5,70.2,30,19.1
575,560,27.5,70.5,30,19.1
578,560,27.5,70.5,30,19.1
576,560,27.5,70.5,30,19.1
575,560,27.5,70.5,30,19.1
575,560,27.6,70.6,30,19.1
575,560,27.6,70.6,30,19.1
602,560,27.5,70.6,30,19.1
602,560,27.5,70.6,30,19.1
578,560,27.5,70.5,30,19.1
578,560,27.5,70.5,30,19.1
579,560,27.6,70.4,30,19.1
578,567,27.6,70.4,30,19.1
578,566,27.6,70.4,30,19.1
572,567,27.6,70.4,30,19.1
572,569,27.5,70.1,30,19.1
601,567,27.5,70.1,30,19.1
575,593,27.5,70.7,30,19.1
602,566,27.5,70.7,30,19.1
576,566,27.6,70.1,30,19.1
602,566,27.6,70.1,30,19.1
576,593,27.6,70.3,30,19.1
601,563,27.6,70.3,30,19.1
602,560,27.6,70.3,30,19.1
575,560,27.6,70.3,30,19.1
576,563,27.5,70.1,30,19.1
575,563,27.5,70.1,30,19.1
576,563,27.5,70.2,30,19.1
602,560,27.5,70.2,30,19.1
575,587,27.5,70.4,30,19.1
575,560,27.5,70.4,30,19.1
576,560,27.5,70.2,30,19.1
575,560,27.5,70.2,30,19.1
575,560,27.5,70.3,30,19.1
575,560,27.5,70.3,30,19.1
576,560,27.6,70.2,30,19.1
569,563,27.6,70.2,30,19.1
596,560,27.6,70.6,30,19.1
602,560,27.6,70.6,30,19.1
575,560,27.5,70.4,30,19.1
575,560,27.5,70.4,30,19.1
576,560,27.6,70.5,30,19.1
601,569,27.6,70.5,30,19.1
575,567,27.5,70.5,30,19.1
602,594,27.5,70.5,30,19.1
576,567,27.6,70.6,30,19.1
602,570,27.6,70.6,30,19.1
576,566,27.6,70.5,30,19.1
572,566,27.6,70.5,30,19.1
570,566,27.5,70.9,30,19.1
572,569,27.5,70.9,30,19.1
569,566,27.5,70.5,30,19.1
596,567,27.5,70.5,30,19.1
569,593,27.5,70.4,30,19.1
596,569,27.5,70.4,30,19.1
596,566,27.5,70.3,30,19.1
602,566,27.5,70.3,30,19.1
575,566,27.6,70.4,30,19.1
596,566,27.6,70.4,30,19.1
596,566,27.6,70.4,30,19.1
572,567,27.6,70.4,30,19.1
596,593,27.5,70.5,30,19.1
569,566,27.5,70.5,30,19.1
569,566,27.5,70.5,30,19.1
595,569,27.5,70.5,30,19.1
569,569,27.5,70.7,30,19.1
572,570,27.5,70.7,30,19.1
569,567,27.5,70.6,30,19.1
595,569,27.5,70.6,30,19.1
569,566,27.6,70.5,30,19.1
569,563,27.6,70.5,30,19.1
570,587,27.5,70.4,30,19.1
596,563,27.5,70.4,30,19.1
570,560,27.6,70.7,30,19.1
569,560,27.6,70.7,30,19.1
596,563,27.6,70.4,30,19.1
569,560,27.6,70.4,30,19.1
575,560,27.6,70.5,30,19.1
575,560,27.6,70.5,30,19.1
576,560,27.5,70.9,30,19.1
575,563,27.5,70.9,30,19.1
576,563,27.6,70.7,30,19.1
575,563,27.6,70.7,30,19.1
602,560,27.6,70.5,30,19.1
602,566,27.6,70.5,30,19.1
602,569,27.6,70.6,30,19.1
575,593,27.6,70.6,30,19.1
575,567,27.6,70.8,30,19.1
573,593,27.6,70.8,30,19.1
598,569,27.6,70.8,30,19.1
572,569,27.6,70.8,30,19.1
596,566,27.5,70.5,30,19.1
596,566,27.5,70.5,30,19.1
572,567,27.6,70.7,30,19.1
595,566,27.6,70.7,30,19.1
596,569,27.5,70.6,30,19.1
569,566,27.5,70.6,30,19.1
596,569,27.5,70.5,30,19.1
572,566,27.5,70.5,30,19.1
596,569,27.6,70.7,30,19.1
595,566,27.6,70.7,30,19.1
569,593,27.5,70.6,30,19.1
596,569,27.5,70.6,30,19.1
569,566,27.5,71.1,30,19.1
595,566,27.5,71.1,30,19.1
593,566,27.5,70.4,30,19.1
595,567,27.5,70.4,30,19.1
569,566,27.6,70.7,30,19.1
572,567,27.6,70.7,30,19.1
569,570,27.5,70.5,30,19.1
569,566,27.5,70.5,30,19.1
596,567,27.6,70.6,30,19.1
595,566,27.6,70.6,30,19.1
570,566,27.5,70.9,30,19.1
596,569,27.5,70.9,30,19.1
596,570,27.5,70.6,30,19.1
572,570,27.5,70.6,30,19.1
596,569,27.5,70.4,30,19.1
595,563,27.5,70.4,30,19.1
570,563,27.6,70.9,30,19.1
572,560,27.6,70.9,30,19.1
569,560,27.5,70.5,30,19.1
569,563,27.5,70.5,30,19.1
569,560,27.5,70.7,30,19.1
595,561,27.5,70.7,30,19.1
569,560,27.5,70.7,30,19.1
569,563,27.5,70.7,30,19.1
569,563,27.6,70.5,30,19.1
569,563,27.6,70.5,30,19.1
569,563,27.5,70.6,30,19.1
575,563,27.5,70.6,30,19.1
576,587,27.5,70.5,30,19.1
575,560,27.5,70.5,30,19.1
575,563,27.5,70.7,30,19.1
602,587,27.5,70.7,30,19.1
599,560,27.5,70.5,30,19.1
602,560,27.5,70.5,30,19.1
576,563,27.5,70.6,30,19.1
601,560,27.5,70.6,30,19.1
602,560,27.6,70.4,30,19.1
602,560,27.6,70.4,30,19.1
602,560,27.5,70.6,30,19.1
578,560,27.5,70.6,30,19.1
579,566,27.5,70.6,30,19.1
578,593,27.5,70.6,30,19.1
575,593,27.6,70.8,30,19.1
575,593,27.6,70.8,30,19.1
602,570,27.5,70.5,30,19.1
578,593,27.5,70.5,30,19.1
602,566,27.6,70.9,30,19.1
601,566,27.6,70.9,30,19.1
602,566,27.5,70.5,30,19.1
602,566,27.5,70.5,30,19.1
602,570,27.5,70.7,30,19.1
602,566,27.5,70.7,30,19.1
576,569,27.5,70.6,30,19.1
572,566,27.5,70.6,30,19.1
596,566,27.6,70.6,30,19.1
595,566,27.6,70.6,30,19.1
569,566,27.6,70.3,30,19.1
578,566,27.6,70.3,30,19.1
596,567,27.5,70.3,30,19.1
601,563,27.5,70.3,30,19.1
576,566,27.6,70.6,30,19.1
602,566,27.6,70.6,30,19.1
578,566,27.6,70.6,30,19.1
596,566,27.6,70.6,30,19.1
569,593,27.5,70.5,30,19.1
602,566,27.5,70.5,30,19.1
576,567,27.6,70.5,30,19.1
569,566,27.6,70.5,30,19.1
569,566,27.5,70.3,30,19.1
569,566,27.5,70.3,30,19.1
569,566,27.5,70.6,30,19.1
596,566,27.5,70.6,30,19.1
595,569,27.5,70.3,30,19.1
575,593,27.5,70.3,30,19.1
602,569,27.6,70.6,30,19.1
569,593,27.6,70.6,30,19.1
596,570,27.6,70.6,30,19.1
569,569,27.6,70.6,30,19.1
570,593,27.5,70.6,30,19.1
569,593,27.5,70.6,30,19.1
572,566,27.6,71.1,30,19.1
595,567,27.6,71.1,30,19.1
570,570,27.5,70.4,30,19.1
572,567,27.5,70.4,30,19.1
572,566,27.5,70.9,30,19.1
569,569,27.5,70.9,30,19.1
569,567,27.6,70.5,30,19.1
569,563,27.6,70.5,30,19.1
569,560,27.6,70.6,30,19.1
572,560,27.6,70.6,30,19.1
572,587,27.6,70.4,30,19.1
572,561,27.6,70.4,30,19.1
572,560,27.5,70.4,30,19.1
578,560,27.5,70.4,30,19.1
578,560,27.5,70.7,30,19.1
602,560,27.5,70.7,30,19.1
579,563,27.5,70.5,30,19.1
578,560,27.5,70.5,30,19.1
602,560,27.6,70.6,30,19.1
578,560,27.6,70.6,30,19.1
602,560,27.4,70.3,30,19.1
601,560,27.4,70.3,30,19.1
602,560,27.6,70.4,30,19.1
602,560,27.6,70.4,30,19.1
602,560,27.5,70.4,30,19.1
601,560,27.5,70.4,30,19.1
602,563,27.5,70.8,30,19.1
578,566,27.5,70.8,30,19.1
576,569,27.5,70.6,30,19.1
602,569,27.5,70.6,30,19.1
602,566,27.5,70.5,30,19.1
602,566,27.5,70.5,30,19.1
602,569,27.5,70.5,30,19.1
576,566,27.5,70.5,30,19.1
602,566,27.5,70.4,30,19.1
601,566,27.5,70.4,30,19.1
602,566,27.5,70.6,30,19.1
572,569,27.5,70.6,30,19.1
572,593,27.6,70.6,30,19.1
596,593,27.6,70.6,30,19.1
570,567,27.5,70.2,30,19.1
569,566,27.5,70.2,30,19.1
569,566,27.5,70.8,30,19.1
596,566,27.5,70.8,30,19.1
596,566,27.5,70.5,30,19.1
596,566,27.5,70.5,30,19.1
570,566,27.6,70.6,30,19.1
595,566,27.6,70.6,30,19.1
569,593,27.5,70.6,30,19.1
572,567,27.5,70.6,30,19.1
569,569,27.5,70.6,30,19.1
569,560,27.5,70.6,30,19.1
569,563,27.4,70.6,30,19.1
596,563,27.4,70.6,30,19.1
596,563,27.6,70.4,30,19.1
569,563,27.6,70.4,30,19.1
570,563,27.5,70.4,30,19.1
569,560,27.5,70.4,30,19.1
569,563,27.5,70.6,30,19.1
578,560,27.5,70.6,30,19.1
576,563,27.6,70.6,30,19.1
576,560,27.6,70.6,30,19.1
576,587,27.5,70.7,30,19.1
602,563,27.5,70.7,30,19.1
602,563,27.5,70.5,30,19.1
602,563,27.5,70.5,30,19.1
579,560,27.5,70.2,30,19.1
602,560,27.5,70.2,30,19.1
578,560,27.4,70.5,30,19.1
578,560,27.4,70.5,30,19.1
578,560,27.5,70.8,30,19.1
601,560,27.5,70.8,30,19.1
602,560,27.5,70.8,30,19.1
578,566,27.5,70.8,30,19.1
602,566,27.5,70.7,30,19.1
578,567,27.5,70.7,30,19.1
579,566,27.4,70.3,30,19.1
578,560,27.4,70.3,30,19.1
576,567,27.5,70.4,30,19.1
601,567,27.5,70.4,30,19.1
576,566,27.5,70.7,30,19.1
601,569,27.5,70.7,30,19.1
576,566,27.6,70.6,30,19.1
595,569,27.6,70.6,30,19.1
596,593,27.5,70.4,30,19.1
595,566,27.5,70.4,30,19.1
596,570,27.6,70.5,30,19.1
595,569,27.6,70.5,30,19.1
596,569,27.5,70.3,30,19.1
578,570,27.5,70.3,30,19.1
576,567,27.5,70.5,30,19.1
578,566,27.5,70.5,30,19.1
569,566,27.6,70.4,30,19.1
569,567,27.6,70.4,30,19.1
569,567,27.5,70.4,30,19.1
572,566,27.5,70.4,30,19.1
596,593,27.6,70.5,30,19.1
569,560,27.6,70.5,30,19.1
569,587,27.6,70.3,30,19.1
595,566,27.6,70.3,30,19.1
569,566,27.5,70.3,30,19.1
569,593,27.5,70.3,30,19.1
569,567,27.5,70.5,30,19.1
572,570,27.5,70.5,30,19.1
593,566,27.5,70.1,30,19.1
578,566,27.5,70.1,30,19.1
576,566,27.5,70.2,30,19.1
602,566,27.5,70.2,30,19.1
576,593,27.6,70.4,30,19.1
602,566,27.6,70.4,30,19.1
576,593,27.5,70.4,30,19.1
569,566,27.5,70.4,30,19.1
572,566,27.5,70.5,30,19.1
595,566,27.5,70.5,30,19.1
569,567,27.6,70.5,30,19.1
596,567,27.6,70.5,30,19.1
570,569,27.6,70.5,30,19.1
572,563,27.6,70.5,30,19.1
596,560,27.6,70.4,30,19.1
569,560,27.6,70.4,30,19.1
596,560,27.6,70.3,30,19.1
596,563,27.6,70.3,30,19.1
569,560,27.6,70.7,30,19.1
572,563,27.6,70.7,30,19.1
569,560,27.5,70.5,30,19.1
569,560,27.5,70.5,30,19.1
596,587,27.6,70.5,30,19.1
572,560,27.6,70.5,30,19.1
596,560,27.5,70.6,30,19.1
595,563,27.5,70.6,30,19.1
596,587,27.5,70.3,30,19.1
569,560,27.5,70.3,30,19.1
570,560,27.6,70.3,30,19.1
596,567,27.6,70.3,30,19.1
569,566,27.5,70.3,30,19.1
569,567,27.5,70.3,30,19.1
593,566,27.6,70.7,30,19.1
569,566,27.6,70.7,30,19.1
569,567,27.6,70.4,30,19.1
596,566,27.6,70.4,30,19.1
569,566,27.6,70.1,30,19.1
596,567,27.6,70.1,30,19.1
569,567,27.5,70.3,30,19.1
569,567,27.5,70.3,30,19.1
569,570,27.6,70.1,30,19.1
569,566,27.6,70.1,30,19.1
570,570,27.6,69.8,30,19.1
569,593,27.6,69.8,30,19.1
570,566,27.6,70.3,30,19.1
595,566,27.6,70.3,30,19.1
569,569,27.6,70.2,30,19.1
602,569,27.6,70.2,30,19.1
602,566,27.6,70.4,30,19.1
572,593,27.6,70.4,30,19.1
572,566,27.6,70.3,30,19.1
578,569,27.6,70.3,30,19.1
575,593,27.5,70.2,30,19.1
575,567,27.5,70.2,30,19.1
575,566,27.5,70.5,30,19.1
601,566,27.5,70.5,30,19.1
576,570,27.5,70.3,30,19.1
575,563,27.5,70.3,30,19.1
575,570,27.5,70.3,30,19.1
575,560,27.5,70.3,30,19.1
575,563,27.5,70.1,30,19.1
575,560,27.5,70.1,30,19.1
575,563,27.5,70.1,30,19.1
601,563,27.5,70.1,30,19.1
602,560,27.6,70.3,30,19.1
572,560,27.6,70.3,30,19.1
572,563,27.5,70.3,30,19.1
596,560,27.5,70.3,30,19.1
569,560,27.6,70.2,30,19.1
572,560,27.6,70.2,30,19.1
596,587,27.5,70.2,30,19.1
569,570,27.5,70.2,30,19.1
570,567,27.6,70,30,19.1
572,566,27.6,70,30,19.1
573,565,27.5,70.4,30,19.1
572,560,27.5,70.4,30,19.1
570,563,27.5,70,30,19.1
569,563,27.5,70,30,19.1
596,560,27.5,70.1,30,19.1
595,569,27.5,70.1,30,19.1
572,566,27.5,70.4,30,19.1
569,560,27.5,70.4,30,19.1
569,560,27.5,70.2,30,19.1
595,560,27.5,70.2,30,19.1
570,563,27.5,70.5,30,19.1
596,566,27.5,70.5,30,19.1
569,560,27.6,70.2,30,19.1
569,566,27.6,70.2,30,19.1
570,566,27.5,70.4,30,19.1
569,563,27.5,70.4,30,19.1
569,560,27.5,70.4,30,19.1
595,563,27.5,70.4,30,19.1
596,560,27.5,70.3,30,19.1
595,564,27.5,70.3,30,19.1
569,563,27.6,70.2,30,19.1
595,567,27.6,70.2,30,19.1
573,566,27.5,70.4,30,19.1
572,563,27.5,70.4,30,19.1
596,560,27.5,70.2,30,19.1
596,569,27.5,70.2,30,19.1
596,566,27.5,70.3,30,19.1
572,569,27.5,70.3,30,19.1
569,566,27.5,70.4,30,19.1
595,593,27.5,70.4,30,19.1
596,567,27.5,70.4,30,19.1
569,566,27.5,70.4,30,19.1
596,569,27.4,70.4,30,19.1
569,560,27.4,70.4,30,19.1
569,560,27.5,70.5,30,19.1
572,560,27.5,70.5,30,19.1
569,560,27.5,70.2,30,19.1
596,560,27.5,70.2,30,19.1
569,587,27.5,69.8,30,19.1
595,560,27.5,69.8,30,19.1
569,560,27.5,70.3,30,19.1
596,566,27.5,70.3,30,19.1
569,567,27.5,70.5,30,19.1
569,566,27.5,70.5,30,19.1
569,566,27.5,70.4,30,19.1
596,566,27.5,70.4,30,19.1
569,587,27.5,70.4,30,19.1
569,587,27.5,70.4,30,19.1
569,560,27.4,70.2,30,19.1
572,587,27.4,70.2,30,19.1
572,560,27.5,70.3,30,19.1
595,569,27.5,70.3,30,19.1
596,570,27.5,70.7,30,19.1
596,570,27.5,70.7,30,19.1
596,566,27.5,70.4,30,19.1
569,566,27.5,70.4,30,19.1
569,569,27.4,70.2,30,19.1
595,567,27.4,70.2,30,19.1
596,567,27.5,70.4,30,19.1
596,566,27.5,70.4,30,19.1
573,567,27.5,70.2,30,19.1
595,569,27.5,70.2,30,19.1
596,566,27.4,70.4,30,19.1
595,566,27.4,70.4,30,19.1
596,566,27.5,70.2,30,19.1
569,566,27.5,70.2,30,19.1
570,570,27.5,70.2,30,19.1
569,566,27.5,70.2,30,19.1
569,566,27.5,70.4,30,19.1
569,567,27.5,70.4,30,19.1
569,569,27.4,70.3,30,19.1
