duration1,duration2,temperature,Humidity,Direction,Velocity
596,564,27,65.2,0,19.1
596,560,27,65.2,0,19.1
597,557,27,64.9,0,19.1
596,584,27,64.9,0,19.1
570,584,27,64.9,0,19.1
602,558,27,64.9,0,19.1
602,557,27,64.8,0,19.1
602,560,27,64.8,0,19.1
602,564,27,64.9,0,19.1
602,564,27,64.9,0,19.1
597,564,26.9,65.2,0,19.1
596,563,26.9,65.2,0,19.1
596,564,27,65.1,0,19.1
593,590,27,65.1,0,19.1
570,560,27,64.9,0,19.1
